hour,week_day,id_day_type,day_hour,appliance_electricity_dpt1,hot_water_dpt1,occupancy_dpt1,ventilation_supply_temperature_dpt1,appliance_electricity_dpt2,hot_water_dpt2,occupancy_dpt2,ventilation_supply_temperature_dpt2,appliance_electricity_dpt3,hot_water_dpt3,occupancy_dpt3,ventilation_supply_temperature_dpt3,appliance_electricity_dpt4,hot_water_dpt4,occupancy_dpt4,ventilation_supply_temperature_dpt4,appliance_electricity_dpt5,hot_water_dpt5,occupancy_dpt5,ventilation_supply_temperature_dpt5,appliance_electricity_dpt6,hot_water_dpt6,occupancy_dpt6,ventilation_supply_temperature_dpt6,appliance_electricity_dpt7,hot_water_dpt7,occupancy_dpt7,ventilation_supply_temperature_dpt7,appliance_electricity_dpt8,hot_water_dpt8,occupancy_dpt8,ventilation_supply_temperature_dpt8,appliance_electricity_dpt9,hot_water_dpt9,occupancy_dpt9,ventilation_supply_temperature_dpt9,appliance_electricity_dpt10,hot_water_dpt10,occupancy_dpt10,ventilation_supply_temperature_dpt10,appliance_electricity_dpt11,hot_water_dpt11,occupancy_dpt11,ventilation_supply_temperature_dpt11,appliance_electricity_dpt12,hot_water_dpt12,occupancy_dpt12,ventilation_supply_temperature_dpt12,appliance_electricity_dpt13,hot_water_dpt13,occupancy_dpt13,ventilation_supply_temperature_dpt13,appliance_electricity_dpt14,hot_water_dpt14,occupancy_dpt14,ventilation_supply_temperature_dpt14
7442,4,1,2,94.66452817,1286.22,1,18.666441,410.2129554,1286.22,1,18.666441,144.5251322,1286.22,1,18.666441,581.6503954,1286.22,1,18.666441,130.566951,1286.22,1,18.666441,531.2191634,1286.22,1,18.666441,3343.05525,16.6558,0,19,28208.67968,16.6558,0,16,3343.05525,16.6558,0,19,19281.75301,16.6558,0,16,3343.05525,16.6558,0,19,7843.757919,16.6558,0,16,3343.05525,16.6558,0,19,8294.921361,16.6558,0,16
7443,4,1,3,94.66452817,255.128,1,18.622595,410.2129554,255.128,1,18.622595,144.5251322,255.128,1,18.622595,581.6503954,255.128,1,18.622595,130.566951,255.128,1,18.622595,531.2191634,255.128,1,18.622595,3343.94373,16.6638,0,19,28210.30388,16.6638,0,16,3343.94373,16.6638,0,19,19283.37721,16.6638,0,16,3343.94373,16.6638,0,19,7845.38212,16.6638,0,16,3343.94373,16.6638,0,19,8296.545561,16.6638,0,16
7444,4,1,4,94.66452817,513.783,1,18.542875,410.2129554,513.783,1,18.542875,144.5251322,513.783,1,18.542875,581.6503954,513.783,1,18.542875,130.566951,513.783,1,18.542875,531.2191634,513.783,1,18.542875,3348.682292,16.8621,0,19,28218.96628,16.8621,0,16,3348.682292,16.8621,0,19,19292.03961,16.8621,0,16,3348.682292,16.8621,0,19,7854.044523,16.8621,0,16,3348.682292,16.8621,0,19,8305.207964,16.8621,0,16
7445,4,1,5,139.1518094,1803.53,1,18.499029,590.3886697,1803.53,1,18.499029,168.2516822,1803.53,1,18.499029,677.7441097,1803.53,1,18.499029,149.548191,1803.53,1,18.499029,608.0941348,1803.53,1,18.499029,3358.455575,17.6905,0,19,28236.83249,17.6905,0,16,3358.455575,17.6905,0,19,19309.90582,17.6905,0,16,3358.455575,17.6905,0,19,7871.910729,17.6905,0,16,3358.455575,17.6905,0,19,8323.07417,17.6905,0,16
7446,4,1,6,317.1009344,6973.1,1,18.469134,1311.091527,6973.1,1,18.469134,263.1578822,6973.1,1,18.469134,1062.118967,6973.1,1,18.469134,225.473151,6973.1,1,18.469134,915.5940205,6973.1,1,18.469134,3374.448221,18.8318,0,19,28266.0681,18.8318,0,16,3374.448221,18.8318,0,19,19339.14143,18.8318,0,16,3374.448221,18.8318,0,19,10499.79521,18.8318,0,16,3374.448221,18.8318,0,19,11627.70381,18.8318,0,16
7447,4,1,7,450.5627782,14991.4,1,18.415323,1851.61867,14991.4,1,18.415323,334.3375322,14991.4,1,18.415323,1350.40011,14991.4,1,18.415323,207.3159338,14991.4,1,18.415323,851.8165431,14991.4,1,18.415323,3394.883268,20.8171,0,19,28303.42471,20.8171,1,16,3394.883268,20.8171,0,19,19376.49804,20.8171,1,16,3394.883268,20.8171,0,19,13135.80069,20.8171,1,16,3394.883268,20.8171,0,19,14940.45446,20.8171,1,16
7448,4,1,8,174.7416344,19647.2,1,18.415323,734.5292411,19647.2,1,18.415323,187.2329222,19647.2,1,18.415323,754.6190811,19647.2,1,18.415323,122.6919901,19647.2,1,18.415323,513.965418,19647.2,1,18.415323,9040.251949,23.89,0,19,10665.06345,23.89,1,16,10739.93364,23.89,0,19,10753.85735,23.89,1,16,3857.404877,23.89,0,19,7978.025166,23.89,1,16,4477.184427,23.89,0,19,10233.84237,23.89,1,16
7449,4,1,9,258.5243186,18871.2,0,18.566791,1120.272047,18871.2,0,18.566791,308.3849226,18871.2,0,18.566791,1291.709487,18871.2,0,18.566791,260.0243186,18871.2,0,18.566791,1121.772047,18871.2,0,18.566791,9058.613876,27.6568,0,19,10698.63027,27.6568,1,16,10758.29557,27.6568,0,19,10787.42416,27.6568,1,16,4757.570645,27.6568,0,19,8011.591978,27.6568,1,16,6616.909297,27.6568,0,19,10267.40919,27.6568,1,16
7450,4,1,10,94.66452817,14474.1,0,18.770077,410.2129554,14474.1,0,18.770077,144.5251322,14474.1,0,18.770077,581.6503954,14474.1,0,18.770077,96.16452817,14474.1,0,18.770077,411.7129554,14474.1,0,18.770077,9071.0526,30.5359,1,19,10721.36907,30.5359,1,16,10770.7343,30.5359,1,19,10810.16297,30.5359,1,16,5651.813212,30.5359,1,19,7687.84427,30.5359,1,16,8750.710964,30.5359,1,19,9492.498036,30.5359,1,16
7451,4,1,11,94.66452817,11887.6,0,18.97137,410.2129554,11887.6,0,18.97137,144.5251322,11887.6,0,18.97137,581.6503954,11887.6,0,18.97137,96.16452817,11887.6,0,18.97137,411.7129554,11887.6,0,18.97137,9077.271962,31.609,1,19,10732.73848,31.609,1,16,10776.95366,31.609,1,19,10821.53238,31.609,1,16,5658.032574,31.609,1,19,8045.70019,31.609,1,16,8756.930326,31.609,1,19,10301.5174,31.609,1,16
7452,4,1,12,94.66452817,11111.6,0,19.078992,410.2129554,11111.6,0,19.078992,144.5251322,11111.6,0,19.078992,581.6503954,11111.6,0,19.078992,96.16452817,11111.6,0,19.078992,411.7129554,11111.6,0,19.078992,9077.568122,31.3681,1,19,10733.27988,31.3681,0,16,10777.24982,31.3681,1,19,10822.07378,31.3681,0,16,5217.426813,31.3681,1,19,7180.0253,31.3681,0,16,7696.545015,31.3681,1,19,8307.933904,31.3681,0,16
7453,4,1,13,183.6390907,10852.9,1,19.124831,770.564384,10852.9,1,19.124831,191.9782322,10852.9,1,19.124831,773.837824,10852.9,1,19.124831,153.7564504,10852.9,1,19.124831,630.0178761,10852.9,1,19.124831,9072.533401,30.6883,0,19,10724.07607,30.6883,1,16,10772.2151,30.6883,0,19,10812.86997,30.6883,1,16,4330.588249,30.6883,0,19,7690.551271,30.6883,1,16,5570.14735,30.6883,0,19,9495.205037,30.6883,1,16
7454,4,1,14,183.6390907,10852.9,1,19.100915,770.564384,10852.9,1,19.100915,191.9782322,10852.9,1,19.100915,773.837824,10852.9,1,19.100915,124.2104893,10852.9,1,19.100915,520.1154157,10852.9,1,19.100915,9062.463957,30.1743,0,19,10705.66847,30.1743,1,16,10762.14565,30.1743,0,19,10794.46237,30.1743,1,16,4761.420727,30.1743,0,19,8018.63018,30.1743,1,16,6620.759378,30.1743,0,19,10274.44739,30.1743,1,16
7455,4,1,15,94.66452817,9818.32,0,19.075006,410.2129554,9818.32,0,19.075006,144.5251322,9818.32,0,19.075006,581.6503954,9818.32,0,19.075006,96.16452817,9818.32,0,19.075006,411.7129554,9818.32,0,19.075006,9048.544432,29.3384,1,19,10680.22266,29.3384,1,16,10748.22613,29.3384,1,19,10769.01656,29.3384,1,16,5629.305044,29.3384,1,19,7993.184371,29.3384,1,16,8728.202796,29.3384,1,19,10249.00158,29.3384,1,16
7456,4,1,16,94.66452817,8783.7,0,18.943468,410.2129554,8783.7,0,18.943468,144.5251322,8783.7,0,18.943468,581.6503954,8783.7,0,18.943468,96.16452817,8783.7,0,18.943468,411.7129554,8783.7,0,18.943468,9033.144107,27.6442,1,19,10652.06985,27.6442,1,16,10732.8258,27.6442,1,19,10740.86375,27.6442,1,16,5173.002798,27.6442,1,19,7618.545045,27.6442,1,16,7652.120999,27.6442,1,19,9423.198812,27.6442,1,16
7457,4,1,17,94.66452817,7749.07,0,18.75214,410.2129554,7749.07,0,18.75214,144.5251322,7749.07,0,18.75214,581.6503954,7749.07,0,18.75214,96.16452817,7749.07,0,18.75214,411.7129554,7749.07,0,18.75214,31514.81288,25.6679,0,19,28305.59031,25.6679,1,16,21742.04662,25.6679,0,19,19378.66364,25.6679,1,16,10009.59673,25.6679,0,19,13137.96629,25.6679,1,16,11868.93538,25.6679,0,19,14942.62006,25.6679,1,16
7458,4,1,18,539.5373407,11370.2,1,18.63256,2211.970098,11370.2,1,18.63256,381.7906322,11370.2,1,18.63256,1542.587538,11370.2,1,18.63256,184.9504573,11370.2,1,18.63256,766.1153243,11370.2,1,18.63256,31505.03959,24.3143,0,19,28287.7241,24.3143,1,16,21732.27334,24.3143,0,19,19360.79743,24.3143,1,16,5590.804231,24.3143,0,19,13120.10009,24.3143,1,16,6210.583781,24.3143,0,19,14924.75385,24.3143,1,16
7459,4,1,19,783.3661182,13698.1,1,18.560812,3268.561468,13698.1,1,18.560812,625.6194097,13698.1,1,18.560812,2599.178908,13698.1,1,18.560812,519.065164,13698.1,1,18.560812,2178.609063,13698.1,1,18.560812,3379.779103,23.8443,0,19,28275.8133,23.8443,0,16,3379.779103,23.8443,0,19,19348.88663,23.8443,0,16,3379.779103,23.8443,0,19,10509.54041,23.8443,0,16,3379.779103,23.8443,0,19,11637.44902,23.8443,0,16
7460,4,1,20,606.7040773,16284.7,1,18.590707,2503.025957,16284.7,1,18.590707,448.9573688,16284.7,1,18.590707,1833.643397,16284.7,1,18.590707,342.4031231,16284.7,1,18.590707,1413.073552,16284.7,1,18.590707,3374.744381,23.7206,0,19,28266.6095,23.7206,0,16,3374.744381,23.7206,0,19,19339.68283,23.7206,0,16,3374.744381,23.7206,0,19,10500.33661,23.7206,0,16,3374.744381,23.7206,0,19,11628.24521,23.7206,0,16
7461,4,1,21,762.5900474,13439.5,1,18.510987,3191.134332,13439.5,1,18.510987,625.6040701,13439.5,1,18.510987,2605.833772,13439.5,1,18.510987,527.5913824,13439.5,1,18.510987,2219.857664,13439.5,1,18.510987,3369.413499,23.6658,0,19,28256.86429,23.6658,0,16,3369.413499,23.6658,0,19,19329.93762,23.6658,0,16,3369.413499,23.6658,0,19,10490.59141,23.6658,0,16,3369.413499,23.6658,0,19,11618.50001,23.6658,0,16
7462,4,1,22,455.2660672,13439.5,1,18.459169,1909.807102,13439.5,1,18.459169,401.3230149,13439.5,1,18.459169,1660.834542,13439.5,1,18.459169,363.6382837,13439.5,1,18.459169,1514.309596,13439.5,1,18.459169,3362.601817,22.5497,0,19,28244.41209,22.5497,0,16,3362.601817,22.5497,0,19,19317.48542,22.5497,0,16,3362.601817,22.5497,0,19,10478.1392,22.5497,0,16,3362.601817,22.5497,0,19,11606.04781,22.5497,0,16
7463,4,1,23,216.3434312,10335.6,1,18.383435,912.2831931,10335.6,1,18.383435,224.6825727,10335.6,1,18.383435,915.5566331,10335.6,1,18.383435,201.2337715,10335.6,1,18.383435,826.6879154,10335.6,1,18.383435,3355.493974,20.8995,0,19,28231.41848,20.8995,0,16,3355.493974,20.8995,0,19,19304.49181,20.8995,0,16,3355.493974,20.8995,0,19,7866.496727,20.8995,0,16,3355.493974,20.8995,0,19,8317.660169,20.8995,0,16
7464,4,1,24,172.9605695,8007.72,1,18.331617,736.8932966,8007.72,1,18.331617,202.0604422,8007.72,1,18.331617,824.2487366,8007.72,1,18.331617,183.356951,8007.72,1,18.331617,754.5987618,8007.72,1,18.331617,3348.978452,18.7029,0,19,28219.50768,18.7029,0,16,3348.978452,18.7029,0,19,19292.58101,18.7029,0,16,3348.978452,18.7029,0,19,7854.585923,18.7029,0,16,3348.978452,18.7029,0,19,8305.749364,18.7029,0,16
7465,5,1,1,94.66452817,3093.28,1,18.281792,410.2129554,3093.28,1,18.281792,144.5251322,3093.28,1,18.281792,581.6503954,3093.28,1,18.281792,130.566951,3093.28,1,18.281792,531.2191634,3093.28,1,18.281792,3344.832211,17.4246,0,19,6114.57374,17.4246,0,16,3344.832211,17.4246,0,19,6114.57374,17.4246,0,16,3344.832211,17.4246,0,19,6114.57374,17.4246,0,16,3344.832211,17.4246,0,19,6114.57374,17.4246,0,16
7466,5,1,2,94.66452817,1286.22,1,18.218016,410.2129554,1286.22,1,18.218016,144.5251322,1286.22,1,18.218016,581.6503954,1286.22,1,18.218016,130.566951,1286.22,1,18.218016,531.2191634,1286.22,1,18.218016,3343.05525,16.6558,0,19,6111.325339,16.6558,0,16,3343.05525,16.6558,0,19,6111.325339,16.6558,0,16,3343.05525,16.6558,0,19,6111.325339,16.6558,0,16,3343.05525,16.6558,0,19,6111.325339,16.6558,0,16
7467,5,1,3,94.66452817,255.128,1,18.206058,410.2129554,255.128,1,18.206058,144.5251322,255.128,1,18.206058,581.6503954,255.128,1,18.206058,130.566951,255.128,1,18.206058,531.2191634,255.128,1,18.206058,3343.94373,16.6638,0,19,6112.94954,16.6638,0,16,3343.94373,16.6638,0,19,6112.94954,16.6638,0,16,3343.94373,16.6638,0,19,6112.94954,16.6638,0,16,3343.94373,16.6638,0,19,6112.94954,16.6638,0,16
7468,5,1,4,94.66452817,513.783,1,18.198086,410.2129554,513.783,1,18.198086,144.5251322,513.783,1,18.198086,581.6503954,513.783,1,18.198086,130.566951,513.783,1,18.198086,531.2191634,513.783,1,18.198086,3348.682292,16.8621,0,19,6121.611943,16.8621,0,16,3348.682292,16.8621,0,19,6121.611943,16.8621,0,16,3348.682292,16.8621,0,19,6121.611943,16.8621,0,16,3348.682292,16.8621,0,19,6121.611943,16.8621,0,16
7469,5,1,5,139.1518094,1803.53,1,18.227981,590.3886697,1803.53,1,18.227981,168.2516822,1803.53,1,18.227981,677.7441097,1803.53,1,18.227981,149.548191,1803.53,1,18.227981,608.0941348,1803.53,1,18.227981,3358.455575,17.6905,0,19,6139.478149,17.6905,0,16,3358.455575,17.6905,0,19,6139.478149,17.6905,0,16,3358.455575,17.6905,0,19,6139.478149,17.6905,0,16,3358.455575,17.6905,0,19,6139.478149,17.6905,0,16
7470,5,1,6,317.1009344,6973.1,1,18.271827,1311.091527,6973.1,1,18.271827,263.1578822,6973.1,1,18.271827,1062.118967,6973.1,1,18.271827,225.473151,6973.1,1,18.271827,915.5940205,6973.1,1,18.271827,3374.448221,18.8318,0,19,6168.713759,18.8318,0,16,3374.448221,18.8318,0,19,6168.713759,18.8318,0,16,3374.448221,18.8318,0,19,6168.713759,18.8318,0,16,3374.448221,18.8318,0,19,6168.713759,18.8318,0,16
7471,5,1,7,450.5627782,14991.4,1,18.317666,1851.61867,14991.4,1,18.317666,334.3375322,14991.4,1,18.317666,1350.40011,14991.4,1,18.317666,207.3159338,14991.4,1,18.317666,851.8165431,14991.4,1,18.317666,3394.883268,20.8171,0,19,6206.070372,20.8171,0,16,3394.883268,20.8171,0,19,6206.070372,20.8171,0,16,3394.883268,20.8171,0,19,6206.070372,20.8171,0,16,3394.883268,20.8171,0,19,6206.070372,20.8171,0,16
7472,5,1,8,174.7416344,19647.2,1,18.223995,734.5292411,19647.2,1,18.223995,187.2329222,19647.2,1,18.223995,754.6190811,19647.2,1,18.223995,122.6919901,19647.2,1,18.223995,513.965418,19647.2,1,18.223995,3416.502956,23.89,0,19,6245.592586,23.89,0,16,3416.502956,23.89,0,19,6245.592586,23.89,0,16,3416.502956,23.89,0,19,6245.592586,23.89,0,16,3416.502956,23.89,0,19,6245.592586,23.89,0,16
7473,5,1,9,94.66452817,18871.2,0,18.351547,410.2129554,18871.2,0,18.351547,144.5251322,18871.2,0,18.351547,581.6503954,18871.2,0,18.351547,96.16452817,18871.2,0,18.351547,411.7129554,18871.2,0,18.351547,3434.864882,27.6568,0,19,6279.159398,27.6568,0,16,3434.864882,27.6568,0,19,6279.159398,27.6568,0,16,3434.864882,27.6568,0,19,6279.159398,27.6568,0,16,3434.864882,27.6568,0,19,6279.159398,27.6568,0,16
7474,5,1,10,226.2933007,14474.1,0,18.53291,980.6043029,14474.1,0,18.53291,276.1539047,14474.1,0,18.53291,1152.041743,14474.1,0,18.53291,227.7933007,14474.1,0,18.53291,982.1043029,14474.1,0,18.53291,3447.303607,30.5359,0,19,6301.898206,30.5359,0,16,3447.303607,30.5359,0,19,6301.898206,30.5359,0,16,3447.303607,30.5359,0,19,6301.898206,30.5359,0,16,3447.303607,30.5359,0,19,6301.898206,30.5359,0,16
7475,5,1,11,119.4576189,11887.6,0,18.742175,517.6496818,11887.6,0,18.742175,169.3182229,11887.6,0,18.742175,689.0871218,11887.6,0,18.742175,120.9576189,11887.6,0,18.742175,519.1496818,11887.6,0,18.742175,3453.522969,31.609,0,19,6313.26761,31.609,0,16,3453.522969,31.609,0,19,6313.26761,31.609,0,16,3453.522969,31.609,0,19,6313.26761,31.609,0,16,3453.522969,31.609,0,19,6313.26761,31.609,0,16
7476,5,1,12,94.66452817,11111.6,0,18.845811,410.2129554,11111.6,0,18.845811,144.5251322,11111.6,0,18.845811,581.6503954,11111.6,0,18.845811,96.16452817,11111.6,0,18.845811,411.7129554,11111.6,0,18.845811,3453.819129,31.3681,0,19,6313.80901,31.3681,0,16,3453.819129,31.3681,0,19,6313.80901,31.3681,0,16,3453.819129,31.3681,0,19,6313.80901,31.3681,0,16,3453.819129,31.3681,0,19,6313.80901,31.3681,0,16
7477,5,1,13,183.6390907,10852.9,1,18.909587,770.564384,10852.9,1,18.909587,191.9782322,10852.9,1,18.909587,773.837824,10852.9,1,18.909587,153.7564504,10852.9,1,18.909587,630.0178761,10852.9,1,18.909587,3448.784407,30.6883,0,19,6304.605207,30.6883,0,16,3448.784407,30.6883,0,19,6304.605207,30.6883,0,16,3448.784407,30.6883,0,19,6304.605207,30.6883,0,16,3448.784407,30.6883,0,19,6304.605207,30.6883,0,16
7478,5,1,14,183.6390907,10852.9,1,18.953433,770.564384,10852.9,1,18.953433,191.9782322,10852.9,1,18.953433,773.837824,10852.9,1,18.953433,124.2104893,10852.9,1,18.953433,520.1154157,10852.9,1,18.953433,3438.714964,30.1743,0,19,6286.1976,30.1743,0,16,3438.714964,30.1743,0,19,6286.1976,30.1743,0,16,3438.714964,30.1743,0,19,6286.1976,30.1743,0,16,3438.714964,30.1743,0,19,6286.1976,30.1743,0,16
7479,5,1,15,247.9309071,9818.32,0,18.907594,1074.367264,9818.32,0,18.907594,297.7915111,9818.32,0,18.907594,1245.804704,9818.32,0,18.907594,249.4309071,9818.32,0,18.907594,1075.867264,9818.32,0,18.907594,3424.795439,29.3384,0,19,6260.751791,29.3384,0,16,3424.795439,29.3384,0,19,6260.751791,29.3384,0,16,3424.795439,29.3384,0,19,6260.751791,29.3384,0,16,3424.795439,29.3384,0,19,6260.751791,29.3384,0,16
7480,5,1,16,287.825244,8783.7,0,18.795986,1247.242724,8783.7,0,18.795986,337.685848,8783.7,0,18.795986,1418.680164,8783.7,0,18.795986,289.325244,8783.7,0,18.795986,1248.742724,8783.7,0,18.795986,3409.395113,27.6442,0,19,6232.598981,27.6442,0,16,3409.395113,27.6442,0,19,6232.598981,27.6442,0,16,3409.395113,27.6442,0,19,6232.598981,27.6442,0,16,3409.395113,27.6442,0,19,6232.598981,27.6442,0,16
7481,5,1,17,146.5046269,7749.07,0,18.726231,634.8533834,7749.07,0,18.726231,196.3652309,7749.07,0,18.726231,806.2908234,7749.07,0,18.726231,148.0046269,7749.07,0,18.726231,636.3533834,7749.07,0,18.726231,3396.067909,25.6679,0,19,6208.235973,25.6679,0,16,3396.067909,25.6679,0,19,6208.235973,25.6679,0,16,3396.067909,25.6679,0,19,6208.235973,25.6679,0,16,3396.067909,25.6679,0,19,6208.235973,25.6679,0,16
7482,5,1,18,1763.414455,11370.2,1,18.676406,7515.437593,11370.2,1,18.676406,1605.667746,11370.2,1,18.676406,6846.055033,11370.2,1,18.676406,1408.827571,11370.2,1,18.676406,6069.582819,11370.2,1,18.676406,3386.294625,24.3143,0,19,6190.369767,24.3143,0,16,3386.294625,24.3143,0,19,6190.369767,24.3143,0,16,3386.294625,24.3143,0,19,6190.369767,24.3143,0,16,3386.294625,24.3143,0,19,6190.369767,24.3143,0,16
7483,5,1,19,1219.093418,13698.1,1,18.642525,5156.7131,13698.1,1,18.642525,1061.346709,13698.1,1,18.642525,4487.33054,13698.1,1,18.642525,954.7924636,13698.1,1,18.642525,4066.760694,13698.1,1,18.642525,3379.779103,23.8443,0,19,6178.458962,23.8443,0,16,3379.779103,23.8443,0,19,6178.458962,23.8443,0,16,3379.779103,23.8443,0,19,6178.458962,23.8443,0,16,3379.779103,23.8443,0,19,6178.458962,23.8443,0,16
7484,5,1,20,1756.652703,16284.7,1,18.465148,7486.136668,16284.7,1,18.465148,1598.905994,16284.7,1,18.465148,6816.754108,16284.7,1,18.465148,1492.351749,16284.7,1,18.465148,6396.184263,16284.7,1,18.465148,3374.744381,23.7206,0,19,6169.255159,23.7206,0,16,3374.744381,23.7206,0,19,6169.255159,23.7206,0,16,3374.744381,23.7206,0,19,6169.255159,23.7206,0,16,3374.744381,23.7206,0,19,6169.255159,23.7206,0,16
7485,5,1,21,495.0500594,13439.5,1,18.371477,2031.794384,13439.5,1,18.371477,358.0640822,13439.5,1,18.371477,1446.493824,13439.5,1,18.371477,260.0513944,13439.5,1,18.371477,1060.517716,13439.5,1,18.371477,3369.413499,23.6658,0,19,6159.509956,23.6658,0,16,3369.413499,23.6658,0,19,6159.509956,23.6658,0,16,3369.413499,23.6658,0,19,6159.509956,23.6658,0,16,3369.413499,23.6658,0,19,6159.509956,23.6658,0,16
7486,5,1,22,471.9450555,13439.5,1,18.283785,1982.082718,13439.5,1,18.283785,418.0020032,13439.5,1,18.283785,1733.110158,13439.5,1,18.283785,380.317272,13439.5,1,18.283785,1586.585212,13439.5,1,18.283785,3362.601817,22.5497,0,19,6147.057751,22.5497,0,16,3362.601817,22.5497,0,19,6147.057751,22.5497,0,16,3362.601817,22.5497,0,19,6147.057751,22.5497,0,16,3362.601817,22.5497,0,19,6147.057751,22.5497,0,16
7487,5,1,23,235.4791894,10335.6,1,18.21403,995.2048119,10335.6,1,18.21403,243.8183309,10335.6,1,18.21403,998.4782519,10335.6,1,18.21403,220.3695297,10335.6,1,18.21403,909.6095342,10335.6,1,18.21403,3355.493974,20.8995,0,19,6134.064147,20.8995,0,16,3355.493974,20.8995,0,19,6134.064147,20.8995,0,16,3355.493974,20.8995,0,19,6134.064147,20.8995,0,16,3355.493974,20.8995,0,19,6134.064147,20.8995,0,16
7488,5,1,24,172.9605695,8007.72,1,18.170184,736.8932966,8007.72,1,18.170184,202.0604422,8007.72,1,18.170184,824.2487366,8007.72,1,18.170184,183.356951,8007.72,1,18.170184,754.5987618,8007.72,1,18.170184,3348.978452,18.7029,0,19,6122.153343,18.7029,0,16,3348.978452,18.7029,0,19,6122.153343,18.7029,0,16,3348.978452,18.7029,0,19,6122.153343,18.7029,0,16,3348.978452,18.7029,0,19,6122.153343,18.7029,0,16
7489,6,2,1,94.66452817,5426.46,1,18.148261,410.2129554,5426.46,1,18.148261,144.5251322,5426.46,1,18.148261,581.6503954,5426.46,1,18.148261,130.566951,5426.46,1,18.148261,531.2191634,5426.46,1,18.148261,3344.832211,17.1867,0,19,6114.57374,17.1867,0,16,3344.832211,17.1867,0,19,6114.57374,17.1867,0,16,3344.832211,17.1867,0,19,6114.57374,17.1867,0,16,3344.832211,17.1867,0,19,6114.57374,17.1867,0,16
7490,6,2,2,94.66452817,2845.21,1,18.15424,410.2129554,2845.21,1,18.15424,144.5251322,2845.21,1,18.15424,581.6503954,2845.21,1,18.15424,130.566951,2845.21,1,18.15424,531.2191634,2845.21,1,18.15424,3343.05525,16.4261,0,19,6111.325339,16.4261,0,16,3343.05525,16.4261,0,19,6111.325339,16.4261,0,16,3343.05525,16.4261,0,19,6111.325339,16.4261,0,16,3343.05525,16.4261,0,19,6111.325339,16.4261,0,16
7491,6,2,3,94.66452817,1551.93,1,18.218016,410.2129554,1551.93,1,18.218016,144.5251322,1551.93,1,18.218016,581.6503954,1551.93,1,18.218016,130.566951,1551.93,1,18.218016,531.2191634,1551.93,1,18.218016,3343.94373,16.4337,0,19,6112.94954,16.4337,0,16,3343.94373,16.4337,0,19,6112.94954,16.4337,0,16,3343.94373,16.4337,0,19,6112.94954,16.4337,0,16,3343.94373,16.4337,0,19,6112.94954,16.4337,0,16
7492,6,2,4,94.66452817,775.965,1,18.265848,410.2129554,775.965,1,18.265848,144.5251322,775.965,1,18.265848,581.6503954,775.965,1,18.265848,130.566951,775.965,1,18.265848,531.2191634,775.965,1,18.265848,3348.682292,16.5374,0,19,6121.611943,16.5374,0,16,3348.682292,16.5374,0,19,6121.611943,16.5374,0,16,3348.682292,16.5374,0,19,6121.611943,16.5374,0,16,3348.682292,16.5374,0,19,6121.611943,16.5374,0,16
7493,6,2,5,139.1518094,1034.62,1,18.305708,590.3886697,1034.62,1,18.305708,168.2516822,1034.62,1,18.305708,677.7441097,1034.62,1,18.305708,149.548191,1034.62,1,18.305708,608.0941348,1034.62,1,18.305708,3358.455575,17.1581,0,19,6139.478149,17.1581,0,16,3358.455575,17.1581,0,19,6139.478149,17.1581,0,16,3358.455575,17.1581,0,19,6139.478149,17.1581,0,16,3358.455575,17.1581,0,19,6139.478149,17.1581,0,16
7494,6,2,6,317.1009344,1810.58,1,18.243925,1311.091527,1810.58,1,18.243925,263.1578822,1810.58,1,18.243925,1062.118967,1810.58,1,18.243925,225.473151,1810.58,1,18.243925,915.5940205,1810.58,1,18.243925,3374.448221,17.7552,0,19,6168.713759,17.7552,0,16,3374.448221,17.7552,0,19,6168.713759,17.7552,0,16,3374.448221,17.7552,0,19,6168.713759,17.7552,0,16,3374.448221,17.7552,0,19,6168.713759,17.7552,0,16
7495,6,2,7,450.5627782,3103.86,1,18.295743,1851.61867,3103.86,1,18.295743,334.3375322,3103.86,1,18.295743,1350.40011,3103.86,1,18.295743,207.3159338,3103.86,1,18.295743,851.8165431,3103.86,1,18.295743,3394.883268,18.6756,0,19,6206.070372,18.6756,0,16,3394.883268,18.6756,0,19,6206.070372,18.6756,0,16,3394.883268,18.6756,0,19,6206.070372,18.6756,0,16,3394.883268,18.6756,0,19,6206.070372,18.6756,0,16
7496,6,2,8,174.7416344,8276.95,1,18.457176,734.5292411,8276.95,1,18.457176,187.2329222,8276.95,1,18.457176,754.6190811,8276.95,1,18.457176,122.6919901,8276.95,1,18.457176,513.965418,8276.95,1,18.457176,3416.502956,19.8068,0,19,6245.592586,19.8068,0,16,3416.502956,19.8068,0,19,6245.592586,19.8068,0,16,3416.502956,19.8068,0,19,6245.592586,19.8068,0,16,3416.502956,19.8068,0,19,6245.592586,19.8068,0,16
7497,6,2,9,137.2184875,17071.2,0,18.536896,594.6134458,17071.2,0,18.536896,187.0790915,17071.2,0,18.536896,766.0508858,17071.2,0,18.536896,138.7184875,17071.2,0,18.536896,596.1134458,17071.2,0,18.536896,3434.864882,21.2734,0,19,6279.159398,21.2734,0,16,3434.864882,21.2734,0,19,6279.159398,21.2734,0,16,3434.864882,21.2734,0,19,6279.159398,21.2734,0,16,3434.864882,21.2734,0,19,6279.159398,21.2734,0,16
